item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
Merryn Somerset Webb,176348732,MerrynSW,38193,1637,26185,587
Helen Russell,111595424,MsHelenRussell,11866,3315,9049,189
Kitco NEWS,138513820,KitcoNewsNOW,101060,1862,64463,1316
Tom Kohn,47805155,kohntom,3722,5463,6717,134
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
Jared Blikre,360019454,SPYJared,5668,690,6993,152
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
ABC News,28785486,ABC,17066714,495,374414,64199
𝐄𝐱𝐚𝐯𝐢𝐞𝐫 𝐏𝐨𝐩𝐞,48650395,exavierpope,38864,6710,236906,453
Bloomberg Law,34613951,BLaw,138052,1289,86021,2593
The Globe and Mail,8736882,globeandmail,1938138,971,561951,14348
Davinci Jeremie,285869396,Davincij15,395271,164,6437,1182
Rain Support · دعم رين,1389201803699490820,RainSupport,2440,12,2321,7
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
Daniel Kaplan,30016081,KaplanSportsBiz,25821,725,29636,1020
Blockworks,989912836901089282,Blockworks_,158054,4848,13207,1477
TheNewsMinute,2227695199,thenewsminute,196700,1009,239105,1132
CRYPTO₿IRB,897446848004227072,crypto_birb,642358,3840,53139,6673
Saylor Academy,271578681,saylordotorg,102643,1181,11697,474
Jacob Silverman,4011928402,SilvermanJacob,15387,3893,3289,221
Fed Up Cassandra,101002059,Frances_Coppola,66261,5184,575602,2189
Brian Vinh Tien Trinh,110608241,ProjectBLT,1361,915,4153,45
Aaron Weiss,4504211,aweiss,3296,3867,1405,124
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Robert Burgess,2724082992,BobOnMarkets,8806,1321,25816,347
TODAY,2483954344,todayng,228043,0,258839,387
Julian Liniger,922525702779387904,julian_liniger,2541,579,2704,26
Valentin Schmid,428151039,vxschmid,11056,1025,9878,379
Mad Money On CNBC,16451932,MadMoneyOnCNBC,547668,1089,33680,4643
Nassim Nicholas Taleb,381289719,nntaleb,813391,1258,36394,10756
Jameson Lopp,23618940,lopp,381309,246,34552,6529
Numbrs,1251697254,Numbrs,171389,52,760,435
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
Kerem Tibuk,61154212,keremtibuk,32323,765,17242,139
Aly-Khan Satchu,21303464,alykhansatchu,582122,20447,450278,842
TIMES NOW,240649814,TimesNow,10173815,376,760892,5742
Philippa_Perry,18667799,Philippa_Perry,118895,2435,117311,422
Kevin L. Walker,46049904,KevinLWalker,56796,35,18646,49
Unocoin: India’s Bitcoin Exchange 🥇🇮🇳🟠📱,379305414,Unocoin,39177,583,13424,489
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
BNN Bloomberg,109350515,BNNBloomberg,118247,54,139359,1733
CoinGeek,900507789017075712,RealCoinGeek,21160,287,16805,227
JV Rufino,2525132424,JVRufinoINQ,2793,2185,61522,105
CNBC Tech,19962813,CNBCtech,68358,139,38111,1284
Aldi Stores UK,28596803,AldiUK,604856,3032,290418,990
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
lil duval,16638685,lilduval,866249,329,115840,5518
Charles Gasparino,68739089,CGasparino,140733,4088,92466,2004
Lark Davis,30325257,TheCryptoLark,863452,448,39045,5309
ArabianBusiness.com,16112354,ArabianBusiness,72241,137,82789,1070
Delta Investment Tracker,901501366664912896,get_delta,35813,125,5543,429
Bloomberg Markets,69620713,markets,1139419,286,161199,14871
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
PennLive.com,14304170,PennLive,128718,912,269679,1074
Uday Sampath,291660710,sampath_uday,244,259,180,5
Bloomberg,34713362,business,7858682,1372,759908,64632
CryptoCompare,2270186526,CryptoCompare,33641,1535,10466,959
Stears Business,2857405981,StearsBusiness,76790,72,84097,357
Slate,15164565,Slate,1771045,698,527873,30235
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
Ryan Kawailani Ozawa,13364,hawaii,25657,12414,53321,1320
Shane Hazel,123036487,ShaneTHazel,33797,2662,26538,112
Crypto Daily™,910120075637686272,cryptodailyuk,67646,1601,16506,168
Kyle Hill (kaleazy.btc),253389790,kaleazy,10413,1019,14570,190
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
African Business Magazine,397938481,AfricanBizMag,24419,971,10316,408
CNBC International,19898168,CNBCi,137428,839,218412,3116
Fed Up Cassandra,101002059,Frances_Coppola,66261,5184,575602,2189
Ángel García Banchs,92376011,garciabanchs,360399,2061,140814,2027
CNBC,20402945,CNBC,4484090,850,476208,37245
IT World Canada,17810181,itworldca,11456,2221,30128,551
Nigeria Newsdesk,91316071,NigeriaNewsdesk,1861709,0,289998,3231
Barron's,20449296,barronsonline,213778,35,62997,4886
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Tickmill,414259284,Tickmill,34264,124,25093,162
rhys thomas,570234171,_rhysthomas_,4839,2929,34595,36
IG Bank,2314042050,IGBank,2456,133,2068,50
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
ZebPay,2705856996,zebpay,81685,569,10201,304
The Edge Singapore,2434782242,readtheedge_sg,2540,187,28396,137
Business Insider,20562637,BusinessInsider,3577171,415,704072,34833
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Yahoo Singapore,115624161,YahooSG,330700,502,199928,1244
New Straits Times,55186601,NST_Online,776316,433,274095,2221
SBI Card,84795529,SBICard_Connect,288048,108,483241,215
Intl. Business Times,78714922,IBTimes,121347,61,200966,1755
Business Standard,43855487,bsindia,2175622,429,378615,3666
Rodrigo Zeidan,2976772745,RodZeidan,57064,613,23552,402
eclecticm.eth,20882981,EclecticMethod,493323,5132,50562,1423
Max Schrems 🇪🇺,1366981790,maxschrems,52146,1049,2057,820
ET Infotech News,36321592,ETInfotechNews,27165,24,39125,462
Rand Merchant Bank,259604418,RMBCIB,13826,247,20851,116
Numbrs,1251697254,Numbrs,171389,52,760,435
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
Halil Öztürkci,14624478,halilozturkci,13583,4563,23363,161
Washington Examiner,18956073,dcexaminer,290842,332,581653,4015
Avigail C.J. Spira 🇮🇱,223476311,Avigailcjm,30228,4022,12487,110
Bloomberg Markets,69620713,markets,1139419,286,161199,14871
Business Day,58819992,BDliveSA,373534,238,292211,1402
Crypto Jack,1415997802321256453,cryptojack,21471,333,573,69
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
OSL,1006846612319039489,osldotcom,9536,509,2048,111
Thack,13151882,DaveThackeray,3830,313,107032,293
Alastair Marsh,461362557,AlastairJMarsh,3621,2168,6098,157
Gulf News,20578408,gulf_news,1330891,239,282756,3712
Bloomberg,34713362,business,7858684,1372,759908,64632
The National,20583993,TheNationalNews,1096248,215,200923,2723
Raphael Schön,173602716,raphschoen,8722,783,6668,96
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Stears Business,2857405981,StearsBusiness,76790,72,84097,357
Argaam Plus,2872782998,ArgaamPlus,24223,9,94889,369
Peter Vanham,20744078,petervanham,7578,2846,15853,185
Deccan Herald,268201193,DeccanHerald,86679,151,323291,709
IndiaToday,19897138,IndiaToday,5938200,245,978512,6424
Spiros Margaris,2711212681,SpirosMargaris,118046,18545,246507,5812
OOeb3,918711,OurielOhayon,22243,5263,53655,1047
Slate,15164565,Slate,1771045,698,527873,30235
TODAY,2483954344,todayng,228043,0,258839,387
Phemex,1171719416389591041,Phemex_official,395082,398,3571,243
CTV London,312194762,CTVLondon,88544,813,76508,518
IOL News,654203,IOL,575682,11302,369564,1812
ETtech,3009992899,ETtech,24090,504,54347,385
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
grabs40.eth,190361651,grabs40,110275,317,3165,1288
Paxful India,1227967791791140864,paxful_India,4450,9,893,11
Businessweek,67358777,BW,1964833,609,148435,20035
TRON DAO,894231710065446912,trondao,1337582,327,8900,4922
Independent Reserve,2217225223,indepreserve,7972,343,3261,159
Politics Insider,242374336,PoliticsInsider,48198,93,115606,1049
§Alex Adelman 🍭,110933821,alexadelman,19532,3853,15796,395
Moneycontrol,68927629,moneycontrolcom,1245319,345,342268,3247
Intl. Business Times,78714922,IBTimes,121347,61,200966,1755
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
Life & Style,4724452756,LifeStyleDailyR,3907,700,22150,115
indy100,2461887810,indy100,108936,443,148038,1681
‏محمد العرب...Mohammed Al arab,245824095,malarab1,693390,3962,82309,965
East Coast Radio,117733767,ecr9495,533863,1649,88465,470
Lark Davis,30325257,TheCryptoLark,863452,448,39045,5309
World News Network,143142203,worldnewsdotcom,22560,5168,138415,938
Bloomberg,34713362,business,7858682,1372,759908,64632
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
JV Rufino,2525132424,JVRufinoINQ,2793,2185,61522,105
Business Insider India🇮🇳,1612504999,BiIndia,120556,223,80102,610
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
The New Yorker,14677919,NewYorker,9005827,400,133103,64268
U.S. News Investing,204916935,USNewsInvesting,14204,222,33534,476
james hong,1058971,jhong,16270,460,8867,572
CNBC Make It,514513113,CNBCMakeIt,74763,293,82370,1043
WBIR Channel 10,6892002,wbir,184325,958,223234,1127
Nigeria Newsdesk,91316071,NigeriaNewsdesk,1861709,0,289998,3231
Nistula Hebbar,161634802,nistula,200058,1386,264296,653
Numbrs,1251697254,Numbrs,171389,52,760,435
Mint,17673635,livemint,2019674,66,385810,3912
Herbert R. Sim,65563900,HerbertRSim,181954,159271,26759,1042
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
Robert Leshner,394480074,rleshner,100089,1221,5136,1766
TODAY,2483954344,todayng,228043,0,258839,387
HYPEBEAST,18286505,HYPEBEAST,783829,107,181381,5117
Ryan Jespersen,104233325,ryanjespersen,53144,7156,46389,472
d3k 🇮🇳 🏴‍☠️,17618539,deepakravindran,5043,4400,21709,158
MrHumanity,1046250140313505792,MrHumanityGives,98191,128,44799,60
Vinny Lingham,1854401,VinnyLingham,221111,9385,24365,4036
"Jeff Rose, CFP®",16755855,jjeffrose,32002,6082,25979,1092
Lolli 🍭,971046392872521730,trylolli,65132,1245,19623,515
§Alex Adelman 🍭,110933821,alexadelman,19532,3853,15796,395
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Washington Examiner,18956073,dcexaminer,290842,332,581653,4015
Porinju Veliyath,83297832,porinju,1268503,415,4494,1748
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Eric Balchunas,149571760,EricBalchunas,96094,2523,47104,1875
Forbes,91478624,Forbes,17422579,5144,357798,61313
America Magazine,17372204,americamag,73733,398,63831,1159
TechNave,725874457584099330,technavemy,5149,107,16305,71
Jon Jones,7410792,jonjones,21529,3311,12872,312
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
JAYECANE,35837162,Jayecane,242659,241,182872,427
Matt Devost,890641,MattDevost,4585,1291,7140,225
OSL,1006846612319039489,osldotcom,9536,509,2048,111
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
brian hoffman 🎸🥃🍕🐙,3586271,brianchoffman,27317,2589,37449,619
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
David Coulson | The Click,3226784350,ItzDoodles,1008,1303,38508,36
CNET,30261067,CNET,1745826,436,305126,26579
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
TIMES NOW,240649814,TimesNow,10173815,376,760892,5742
Steven Mazie,523509739,stevenmazie,34720,1229,33915,698
CNBC-TV18,631810714,CNBCTV18News,1015277,178,237863,1943
Liam McIntyre,24647213,Liam_J_McIntyre,94461,657,23085,612
Frederick P. Gabriel,97063671,FredPGabriel,5590,162,43183,226
Yahoo Singapore,115624161,YahooSG,330700,502,199928,1244
James Pethokoukis,16491569,JimPethokoukis,56159,6918,94714,2207
$UPA RENEGADE 777,76209460,YOUNGRENEGADERK,37115,7866,47888,265
Charles V Payne,19400611,cvpayne,690246,15501,97039,2559
Paul Miller,979811,futurepaul,27079,1125,10856,1301
Ars Technica,717313,arstechnica,1151293,1338,123390,28174
Adam Conway,4075526254,AdamConwayIE,2704,2254,8848,19
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Forbes Asia,52429763,ForbesAsia,30094,663,37328,673
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
Robert Sabat,87975523,rhsabat,1137,986,5671,55
Liniers,174027585,porliniers,750293,2670,47802,2258
NextAdvisor,14061063,NextAdvisor,15106,4295,4366,213
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Ehsan Norouzi 🦋,50259717,Ehsanism,15995,3727,43396,0
NPR,5392522,NPR,8851658,68210,225991,69829
Wall Street Journal Opinion,7228682,WSJopinion,119229,154,65523,2558
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Financial Review,19050000,FinancialReview,332397,538,226223,3541
Kevin Nash,23494080,RealKevinNash,1007717,1580,12051,3621
Francine McKenna,14289197,retheauditors,29550,28694,155520,1263
Sam E. Antar,17893558,SamAntar,13380,1041,58895,345
Lark Davis,30325257,TheCryptoLark,863452,448,39045,5309
FOX Business,56413858,FoxBusiness,807794,391,209768,7692
Jordan omogbehin,1667996186,TheGiantOmos,23144,789,1471,70
JAYECANE,35837162,Jayecane,242659,241,182872,427
Elizabeth Schulze,252747758,eschulze,7754,935,2542,146
darren,28057954,darrenpauli,5448,1094,25151,261
Joe Colangelo,294682376,Itsjoeco,8291,961,23301,293
Michael Kaplan,72370745,mkaplantv,1902,822,1896,41
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Roy Price,16618503,RoyPrice,20045,2790,4020,144
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Tay,19748227,tayvano_,43246,6182,19865,1082
Amanda Cerny,104856942,AmandaCerny,1148020,9863,6464,1469
NPR Business,13784492,nprbusiness,20388,2305,49255,722
NBC4 Washington,14980820,nbcwashington,333774,1659,319880,3996
NBC DFW,15933690,NBCDFW,485908,2182,263576,2937
Paxful,2307190704,paxful,114809,197,26935,414
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Erik Larson,61655431,eelarson,2959,960,18106,135
Wagner James Au,862741,slhamlet,9547,8791,34338,0
NBC Chicago,14957318,nbcchicago,470414,1465,266392,4370
manu #BLM 🖖,3240396234,trekonomics,17428,5844,648,330
Ameer Rosic,449839063,AmeerRosic,26159,4640,52019,2600
Benjamin Pimentel,171563950,benpimentel,5456,1102,10991,301
Benzinga,44060322,Benzinga,226892,1753,174511,4567
CNBC,20402945,CNBC,4484090,850,476208,37245
Josh Mandel,35664186,JoshMandelOhio,67485,5180,2585,859
Jack Kelly,18739385,jackjaykelly,11522,1292,54093,308
CNBC International,19898168,CNBCi,137428,839,218412,3116
Mayne,2446024556,Tradermayne,275580,1523,29795,4531
Jon Fitch 🏴‍☠️,54856746,jonfitchdotnet,134860,398,19536,1549
Duncan Riley,809866,duncanriley,11048,10477,68319,567
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
OttoMattic,362787242,OttoMatticBaby,113935,773,314956,102
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Jeremy Glass,21680279,CandyandPizza,3821,3440,9099,61
Alfred Spellman,1137881,AlfredSpellman,11576,2625,15954,206
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Slate,15164565,Slate,1771045,698,527873,30235
Nigeria Newsdesk,91316071,NigeriaNewsdesk,1861709,0,289998,3231
Jordan Weissmann,47526275,JHWeissmann,42342,3439,4060,1011
Ari Zoldan,16259973,AriZoldan,10650,11223,4259,0
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
Billy Corben,12579352,BillyCorben,109621,4275,150300,1041
Eric Sykes,1371412939,ConsiderEric,11274,1215,3446,13
Delivering Alpha,587814366,DeliveringAlpha,11831,2153,11236,213
The Wall Street Journal,3108351,WSJ,19381788,1047,362363,123548
Nicola M. White,69660373,nicola_m_white,1230,1097,2592,31
8ƀit,91395579,8BIT,11124,3,3240,364
Robert Jameson,83603493,rhjameson,4085,1342,67253,111
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
Swyftx,946379850826125313,SwyftxAU,42183,936,1362,59
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Charlie Bilello,1413027896,charliebilello,359220,117,23513,6686
Christie Smythe,18439949,ChristieSmythe,9660,2463,11303,150
Jesse Emspak,255569973,Mad_Science_Guy,1894,838,46239,135
Permission.io,109009589,PermissionIO,49933,2041,5687,188
Cameron Winklevoss,250980843,cameron,679696,1677,5897,5674
KSAN News,3157726788,ksannews,1743,27,28302,57
KLST TV,115229608,klstnews,4115,143,31944,124
Justin Davis (D4C),16551657,OGJOHNNY5,7769,821,123728,116
The Independent,16973333,Independent,3655545,396,1218969,25944
6Ω5†ΣʃʃΞ☾†5,1698851,gosteffects,7831,723,4514,66
Shar Jossell,24495618,SharSaysSo,9243,1320,220634,80
Preston Pysh,538399586,PrestonPysh,375757,860,24574,4967
Jameson Lopp,23618940,lopp,381309,246,34552,6529
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
Mark Chiusano,962585492,mjchiusano,3340,2118,10959,82
CNBC Make It,514513113,CNBCMakeIt,74763,293,82370,1043
ET NOW,225012752,ETNOWlive,729247,97,524837,2155
Laura Shin,26377478,laurashin,189154,2220,16491,4948
Kirk McElhearn,185183954,mcelhearn,3506,639,1105,217
maxwell,53113691,maxwellstrachan,11312,1607,595,287
Selena,90992943,selenalarson,30563,1215,71426,1258
John Cassidy,78400205,JohnCassidy,62687,1803,27767,1769
Rhys Morgan,15040935,rhysmorgan,4005,1281,181010,204
David Brauer,14370357,dbrauer,22929,877,184596,824
Kris Areché 📷,182091040,KrisAreche,895,1317,2313,34
landon cassill,28938763,landoncassill,89370,1806,20429,1310
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Kenny Florian,26667184,kennyflorian,313654,919,41285,3688
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Edward Snowden,2916305152,Snowden,5093921,1,6880,22688
NPR Business,13784492,nprbusiness,20388,2305,49255,722
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Slate,15164565,Slate,1771045,698,527873,30235
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Yahoo Singapore,115624161,YahooSG,330700,502,199928,1244
Scott Redler,455824771,RedDogT3,169389,535,101806,4225
John Lilic ₿ Ξ ∞ 💜 🍊 #ZKEVM,3362913279,JohnLilic,31384,7978,26866,769
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
Star 94.1,16513752,Star941FM,12815,4206,46030,230
James Clayton,360599486,JamesClayton5,11573,2090,3939,190
America Magazine,17372204,americamag,73733,398,63831,1159
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Rock 105.3 San Diego,16521441,Rock1053,9077,4381,31961,135
Blockstream,2307692107,Blockstream,188389,901,9922,2838
C.J. Wilson,20012454,str8edgeracer,197743,964,28692,2911
Denny Hamlin,31442900,dennyhamlin,762500,656,5305,5255
Noel LaMontagne,27457701,nolamo77,583,534,3247,10
C.J. Lawrence,17907458,CJLawrenceEsq,10126,6604,196248,119
TurfShowTimes,17543615,TurfShowTimes,18607,674,107374,689
8ƀit,91395579,8BIT,11124,3,3240,364
Rob Wile,27810354,rjwile,8530,9995,1244,342
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
The Guardian Nigeria,57320024,GuardianNigeria,2233775,468,256844,1953
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Shakepay — Buy Bitcoin 🇨🇦,3460030275,shakepay,20754,309,6550,165
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
leeor.btc,3064895680,LeeorShimron,3063,796,1611,52
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Richard MacManus,105895323,ricmac,9111,2234,13525,604
HotNewHipHop,24036264,HotNewHipHop,1555962,1579,416747,4118
Geoffrey Miller 🔍,3656836876,primalpoly,113304,5433,47922,1365
Weston Blasi,561835566,westonblasi,1723,923,13673,23
Mohamed A. ₿asset,219719193,SymbianSyMoh,25169,796,73748,237
Doug Collins,1060487274,RepDougCollins,508902,1000,5820,2019
RTÉ Business,8973142,RTEbusiness,48010,674,68303,603
Matt Spoke,27545047,MattSpoke,8350,1213,3888,233
Julian Liniger,922525702779387904,julian_liniger,2541,579,2704,26
ahw,791300,alexwilliams,14245,3768,36159,983
Dominique Hamilton,193026871,Underrated_Dom,34306,958,19561,200
Evening Standard,1168472395,EveningStandard,142315,232,210439,1406
Eva,14707266,evacide,168348,1372,21704,3394
Real Time Economics,16334857,WSJecon,862371,98,93024,13488
Carla Gentry,119802433,data_nerd,55891,13239,349681,3732
Sharmila Nicollet,192997844,MissNicollet,433360,200,7414,162
David Brauer,14370357,dbrauer,22929,877,184596,824
Kim Zetter,48511236,KimZetter,82992,2746,35885,2835
Alejandro Muyshondt ⚡,307980074,AMuyshondt,163000,609,849,149
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
pegsamuel.eth,14423690,socialdiva,16262,2276,8820,503
AfroTech,922466987917262848,AfroTech,34346,175,16476,462
Bloomberg,34713362,business,7858683,1372,759908,64632
Ari Zoldan,16259973,AriZoldan,10650,11223,4259,0
Conrad Kramer,50685018,conradev,10758,1522,11253,336
Edward Ongweso Jr,1135622396,bigblackjacobin,48573,3484,47878,367
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
nxthompson,16892481,nxthompson,136116,2231,22865,3169
Davinci Jeremie,285869396,Davincij15,395272,164,6437,1182
JAYECANE,35837162,Jayecane,242659,241,182872,427
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
Personal Finance,51088856,ftmoney,81365,231,14851,1561
ForexLive,19399038,ForexLive,290637,1003,368188,5711
Kaspersky,13904152,kaspersky,319398,138,47796,5360
Eiaine@bitcoinhackers.org 🐤🇮🇨,21455761,eiaine,31578,309,6120,1173
LeGate,38029205,williamlegate,179123,5207,128689,1070
Fast Company,2735591,FastCompany,2344797,4231,288365,42789
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
NBC Chicago,14957318,nbcchicago,470414,1465,266392,4370
Senator Mary Seery Kearney,130814635,SeeryKearney,1959,780,3541,26
CNN,759251,CNN,56009615,1102,364099,151625
NBC4 Washington,14980820,nbcwashington,333774,1659,319880,3996
NBC DFW,15933690,NBCDFW,485908,2182,263576,2937
Timothy S. Kim,792930527388971008,timothy_skim,27158,456,3437,110
Frederick P. Gabriel,97063671,FredPGabriel,5590,162,43183,226
Nikka Piterman,1046562319902240768,NikkaGOP,713,1408,5020,10
FXDD,17766107,FXDD,29939,110,10081,414
Bloomberg Wealth,1668256296,wealth,63380,1523,22606,736
CNBC International,19898168,CNBCi,137428,839,218412,3116
CNBC,20402945,CNBC,4484090,850,476208,37245
Unchained Capital,798698426259148800,unchainedcap,28057,641,4669,602
Calgary Herald,14803951,calgaryherald,203001,801,199672,2225
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Paul Miller,979811,futurepaul,27079,1125,10856,1301
Peter Schiff,56562803,PeterSchiff,641969,266,20879,5735
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
NBC Chicago,14957318,nbcchicago,470414,1465,266392,4370
Paul Guerra,376894083,PaulGrra,25729,358,2467,32
Bloomberg Technology,21272440,technology,426065,244,72146,7102
Micah Uetricht,195631270,micahuetricht,36461,1486,45291,498
NBC4 Washington,14980820,nbcwashington,333774,1659,319880,3996
NBC DFW,15933690,NBCDFW,485908,2182,263576,2937
Jeremy Gardner,2178242827,Disruptepreneur,29395,484,13172,867
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
"Steven Hassan, PhD",137369407,CultExpert,54872,5302,16025,506
Real Vision,2320755170,RealVision,316449,1824,15801,3355
Jim 😷 Pavia,65127962,jimpavia,7696,1155,41751,275
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Brendan Coffey,33709200,bpcoffey,3331,1113,7872,110
litquidity,932630991298007041,litcapital,198892,857,13135,1363
Orlando Alzugaray Jr,23536653,BigOShow,97016,7921,204212,517
Paxful,2307190704,paxful,114809,197,26935,414
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
Gareth Soloway,259354209,GarethSoloway,63007,17,16029,622
Forbes,91478624,Forbes,17422581,5144,357798,61313
Crypto.com Customer Support,1265357157777752068,cryptocomcs,44224,33,39263,221
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Mark Jeffrey,11392102,markjeffrey,47319,5109,52665,610
Jeanne Sahadi,249196579,jjsahadi,7405,1160,18116,214
Kevin L. Walker,46049904,KevinLWalker,56796,35,18646,49
Carl Quintanilla,114782468,carlquintanilla,337388,5506,100438,5128
Numbrs,1251697254,Numbrs,171389,52,760,435
Reno Omokri,264248576,renoomokri,1134008,23,65672,726
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Michael Hartl,9902092,mhartl,18693,2481,15832,537
Financial Times,4898091,FinancialTimes,7109404,889,308320,45409
Waluigi Del Rey 🦇,478825475,DaveYourFave,1593,923,40162,57
Daniel M. Jimenez,574829891,DMJreports,3355,1745,21916,229
Redpoint,104286459,Redpoint,52598,979,5485,1298
Manny Alicandro,992623688028774400,Manny_Alicandro,16692,13789,1093,41
Zlati Meyer,1093265779,Zlatimeyer,4762,963,19686,146
Paul R. La Monica,104952689,LaMonicaBuzz,49292,4893,137613,1510
Bitcoin Magazine,361289499,BitcoinMagazine,2042008,679,20264,12389
Cynthia McLaughlin,4831009885,CynthiaSNN,1663,1234,8968,24
Mig Greengard,60995997,chessninja,14695,3723,74118,453
Fox 4 Weather KC,165568433,fox4wx,31701,960,62866,380
Plus500,149833456,Plus500,91424,24,3997,258
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
Michael Boutros,136386053,MBForex,56487,79,17749,908
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
On The Go,21656982,OnTheGoCBC,13520,747,22955,169
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
The New Times (Rwanda),191478785,NewTimesRwanda,329009,450,67245,520
B. Scott,14521926,lovebscott,239646,836,42421,1725
Dave Lee,29893444,heydave7,174456,303,5889,1001
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
